,institution,program,degree,season,admission_status,admission_via,admission_date,ST,Date_added,notes,Undergrad_GPA,GRE_V,GRE_Q,GRE_W,GRE_sub
1241,University Of Texas At Austin,Statistics,PhD,F19,Rejected,E-mail,8 Mar 2019,A,10 Mar 2019,,3.91,167.0,168.0,4.0,
1242,Iowa State University,Statistics,PhD,F19,Rejected,Website,10 Mar 2019,A,10 Mar 2019,,3.92,166.0,170.0,4.0,
1243,University Of Texas At Austin,Statistics,PhD,F19,Rejected,E-mail,8 Mar 2019,,9 Mar 2019,,,,,,
1244,Stanford University,"Statistics, Data Science Track",Masters,F19,Rejected,E-mail,8 Mar 2019,A,9 Mar 2019,"Was anticipating it. Best wishes to others who were accepted, you deserve it!",3.9,167.0,169.0,4.5,
1245,Stanford University,Statistics:  Data Science,Masters,F19,Rejected,E-mail,9 Mar 2019,I,9 Mar 2019,"Top tier Indian Research Institute, Undergrad in Mathematics. Two publications in ML (AISTATS ) and three under review, Good LORs, not so good GPA. Got rejected via a generic email.",,151.0,170.0,3.5,
1246,University Of Delaware,Statistics,Masters,F19,Accepted,E-mail,4 Mar 2019,U,9 Mar 2019,,,,,,
1247,American University,"Biostatistics, Statistics",Masters,F19,Accepted,E-mail,8 Mar 2019,I,8 Mar 2019,I applied to both programs and got in with 19k funding,,,,,
1248,Stanford University,Statistics: Data Science,Masters,F19,Rejected,E-mail,9 Mar 2019,I,8 Mar 2019,,,,,,
1249,University Of Oxford,Statistics,Masters,F19,Accepted,E-mail,8 Mar 2019,O,8 Mar 2019,"Canadian applicant from the University of Toronto. 4.0 GPA, no research experience.",,,,,
1250,Stanford University,Statistics,Masters,F19,Rejected,E-mail,9 Mar 2019,I,8 Mar 2019,sad,,,,,
1251,Stanford University,Statistics: Data Science,Masters,F19,Rejected,E-mail,9 Mar 2019,A,8 Mar 2019,what can i say,3.68,165.0,166.0,4.0,
1252,Iowa State University,Statistics,PhD,F19,Accepted,E-mail,9 Mar 2019,I,8 Mar 2019,Yes! TAship + health insurance included.,,,,,
1253,Stanford University,Statistics - Data Science,Masters,F19,Rejected,E-mail,9 Mar 2019,U,8 Mar 2019,Congrats to all who get admitted.,4.0,162.0,170.0,0.0,
1254,Indiana University Bloomington,Statistics,PhD,F19,Accepted,E-mail,7 Mar 2019,U,8 Mar 2019,,,168.0,161.0,0.0,
1255,University Of Alberta,Statistics,PhD,F19,Rejected,E-mail,8 Mar 2019,U,8 Mar 2019,I knew am gonna get rejected!,,,,,
1256,Iowa State University,Statistics,PhD,F19,Accepted,E-mail,8 Mar 2019,I,8 Mar 2019,"9200$ per semester stipend with TA position, insurance included.",,161.0,170.0,3.0,910.0
1257,"University Of California, Davis",Statistics,PhD,F19,Accepted,E-mail,8 Mar 2019,I,8 Mar 2019,Awaked by this email! Excited!,3.59,155.0,169.0,3.5,
1258,University Of Texas At Austin,Statistics,PhD,F19,Rejected,E-mail,8 Mar 2019,U,8 Mar 2019,,,,,,
1259,University Of Pittsburgh,Statistics,PhD,F19,Rejected,E-mail,8 Mar 2019,U,8 Mar 2019,,,,,,
1260,University Of Texas At Austin,Statistics,PhD,F19,Rejected,E-mail,8 Mar 2019,U,8 Mar 2019,,,,,,
1261,University Of Texas At Austin,Statistics,PhD,F19,Rejected,E-mail,8 Mar 2019,U,8 Mar 2019,,,,,,
1262,University Of Texas At Austin,Statistics,PhD,F19,Rejected,E-mail,8 Mar 2019,A,8 Mar 2019,,3.4,161.0,170.0,99.99,
1263,University Of Michigan,Applied Statistics,Masters,F19,Accepted,E-mail,6 Mar 2019,I,8 Mar 2019,Accepted by the Department,,,,,
1264,University Of Michigan,Applied Statistics,Masters,F19,Accepted,E-mail,6 Mar 2019,I,8 Mar 2019,Accepted by the Department,,,,,
1265,Indiana University - Purdue University Indianapolis (IUPUI),Applied Statistics,Masters,F19,Accepted,E-mail,8 Mar 2019,,8 Mar 2019,Minimal stats background but I have the math requirements.,,,,,
1266,University Of Pittsburgh,Statistics,PhD,F19,Rejected,E-mail,8 Mar 2019,U,8 Mar 2019,,,,,,
1267,Wake Forest University,Statistics,Masters,F19,Wait listed,E-mail,8 Mar 2019,A,8 Mar 2019,If everyone who got accepted could reject until I’m happy that would be swell,3.37,160.0,166.0,4.0,
1268,University Of Southern California,Data Sceince And Operation-Statistics,PhD,F19,Rejected,E-mail,8 Mar 2019,U,8 Mar 2019,,,,,,
1269,University Of Wisconsin-Madison,Statistics,PhD,F19,Other,Other,8 Mar 2019,O,7 Mar 2019,"To the rejected posters below. Could you please share what is the status on your application portal. I was rejected as well, but my application status is  'Withdrawn from consideration'",,,,,
1270,George Washington University (GWU),Statistics,PhD,F19,Accepted,Website,8 Mar 2019,I,7 Mar 2019,without funding,,,,,
1271,Université De Montréal / UofM,Statistics,PhD,F19,Rejected,E-mail,8 Mar 2019,U,7 Mar 2019,Not surprised. I can't study in French...,,,,,
1272,University Of Calgary,Statistics,Masters,F19,Rejected,E-mail,8 Mar 2019,U,7 Mar 2019,Disappointed!,,,,,
1273,University Of Illinois (UIUC),Statistics,Masters,F19,Accepted,E-mail,7 Mar 2019,A,7 Mar 2019,"Shocked but so excited– full funding too! Undergrad in business, math GPA wasn’t too great. Didn’t expect to hear back so soon considering I applied just over a month ago. Definitely taking my time making my decision though. Good luck to all other applicants!!!",3.3,162.0,159.0,4.0,
1274,University Of Michigan,Applied Statistics,Masters,F19,Accepted,E-mail,6 Mar 2019,A,7 Mar 2019,yeehaw. this or nyu...?,3.68,165.0,166.0,4.0,
1275,New York University (NYU) - Steinhardt,Applied Statistics For Social Science Research: Data Science,Masters,F19,Accepted,E-mail,6 Mar 2019,A,7 Mar 2019,woohoo,3.68,165.0,166.0,4.0,
1276,UIUC,Statistics Analytics Concentration,Masters,F19,Other,Other,7 Mar 2019,O,7 Mar 2019,"(To the poster below) Exactly, even I applied on 28th December and did not receive any update. My profile is better than who they have given admits. Those who got admits are applied to UIUC on Feb.  I mailed them regarding update 2 weeks back but no response.",3.8,157.0,169.0,3.0,
1277,Iowa State University,Statistics,PhD,F19,Other,Other,7 Mar 2019,O,7 Mar 2019,"tpb: some offers were made yesterday, not sure what this means for anyone else",,,,,
1278,University Of Lousiana At Lafayette,Statistics,PhD,F19,Rejected,E-mail,7 Mar 2019,I,7 Mar 2019,"Didn't expect rejection from ULL, I applied as a sure shot. Disspointed.",,,,,
1279,Stanford University,Statistics,Masters,F19,Other,Other,7 Mar 2019,O,7 Mar 2019,"Just curious, can any of you see your application status changed online? Mine is still the same as when I submitted it. (Sadly being rejected on a Friday night, but just want to confirm it one more time, lol)",,,,,
1280,Columbia University,Statistics,PhD,F19,Wait listed,E-mail,7 Mar 2019,,7 Mar 2019,,,,,,
1281,Iowa State University,Statistics,PhD,F19,Other,Other,7 Mar 2019,O,7 Mar 2019,Anyone know what's going on?,3.8,170.0,170.0,5.0,
1282,North Carolina State University (NCSU),Statistics,PhD,F19,Wait listed,Other,7 Mar 2019,O,7 Mar 2019,"f you have better places to go, PLEASE decline it early! It’s really my top choice! Thanks so much!!!",,,,,
1283,Ohio State University,Statistics,Masters,F19,Other,Other,5 Mar 2019,U,7 Mar 2019,"To the post below: I submitted my application on December too, and I hadn't heard anything from them until they sent the rejection email. Good luck.",,,,,
1284,University Of Michigan,Applied Statistics,Masters,F19,Other,Other,7 Mar 2019,O,7 Mar 2019,It seems that University of Michigan - applied stats masters has put everyone other than accepted on waitlist. Is there anyone who got rejected?,,,,,
1285,University Of Washington,Statistics,PhD,F19,Other,Other,7 Mar 2019,O,7 Mar 2019,to the post below: did you get the waitlist today? i haven't heard anything from the admission yet. seems like a silent rejection,,,,,
1286,University Of Washington,Statistics,PhD,F19,Wait listed,E-mail,6 Mar 2019,A,6 Mar 2019,Seattle based. Fingers crossed.,4.0,166.0,170.0,4.5,
1287,University Of Michigan,Applied Statistics,Masters,F19,Wait listed,E-mail,6 Mar 2019,,6 Mar 2019,waitlisted-email from department,,,,,
1288,University Of Michigan,Applied Statistics,Masters,F19,Accepted,E-mail,6 Mar 2019,I,6 Mar 2019,Received an email from the department.,,,,,
1289,Columbia University,Statistics,PhD,F19,Wait listed,E-mail,7 Mar 2019,O,6 Mar 2019,This is my dream offer! Please please decline the offer if you do not go! Please make a decision! Please do not wait until mid-April! Please give others a chance! Many thanks!,,,,,
1290,New York University (NYU) - Steinhardt,Applied Statistics For Social Science Research,Masters,F19,Accepted,E-mail,7 Mar 2019,A,6 Mar 2019,Financial offer to come within the next few weeks,3.7,159.0,167.0,5.5,
1291,Iowa State University,Statistics,PhD,F19,Other,Other,7 Mar 2019,O,6 Mar 2019,Does anyone receive an offer from Iowa State yet? They are rather late this year...,,,,,
1292,George Washington University (GWU),Statistics,PhD,F19,Wait listed,E-mail,5 Mar 2019,U,6 Mar 2019,"To those who got the offer but have a better choice, please please decline this offer. This is really my dream school! :(",,,,,
1293,Iowa State University,Statistics,PhD,F19,Accepted,E-mail,6 Mar 2019,A,6 Mar 2019,"last school to hear back from, TA",3.9,163.0,164.0,4.5,
1294,McMaster University,Statistics,Masters,F19,Accepted,Website,6 Mar 2019,I,6 Mar 2019,,,,,,
1295,University Of British Columbia,Statistics,Masters,F19,Accepted,E-mail,6 Mar 2019,I,6 Mar 2019,,,,,,
1296,McMaster University,Applied Statistics,Masters,F19,Accepted,E-mail,6 Mar 2019,O,6 Mar 2019,"Accepted today after a pretty crushing rejection last year. Offered $6000 graduate scholarship, TA position, as well as department and research scholarships. Total annual rate of minimum $27,000.",,,,,
1297,"University Of California, Berkeley",Statistics,Masters,F19,Accepted,E-mail,5 Mar 2019,I,6 Mar 2019,,,,,,
1298,University Of Nebraska-Lincoln,Statistics,PhD,F19,Rejected,E-mail,6 Mar 2019,U,6 Mar 2019,,,,,,
1299,University Of Michigan,Applied Statistics,Masters,F19,Wait listed,E-mail,6 Mar 2019,I,6 Mar 2019,"Anyone who got accepted and has a better offer, could you please convey your decision to the department?",3.2,157.0,170.0,4.0,
1300,Carnegie Mellon University,Statistics,Masters,F19,Accepted,Website,6 Mar 2019,I,6 Mar 2019,"Massive reach for me, very surprised.",,,,,
1301,Columbia University,Statistics,Masters,F19,Accepted,Website,6 Mar 2019,,6 Mar 2019,,,,,,
1302,University Of Michigan,Applied Statistics,Masters,F19,Accepted,E-mail,6 Mar 2019,U,6 Mar 2019,,3.77,157.0,170.0,4.0,
1303,Ohio State University,Statistics,Masters,F19,Other,Other,6 Mar 2019,A,6 Mar 2019,"To those hearing back for MS decisions, when did you submit your app? I submitted in December and have heard nothing good nor bad.",,,,,
1304,UIUC,Statistics,Masters,F19,Other,POST,6 Mar 2019,U,6 Mar 2019,Anyone still waiting for MS Statistics - Analytics program? I have not heard anything from the department. I submitted my application on December 1. It's been over three months. There are some acceptances on yocket for those who fu**ing applied in February. Some people got their decisions in 14 days whereas I am waiting for over three months.,3.35,157.0,170.0,4.0,820.0
1305,Columbia University,Statistics,PhD,F19,Wait listed,Website,6 Mar 2019,,6 Mar 2019,"If you have a better offer, please decline the offer for the waitlisted people. Thank you!",,,,,
1306,Columbia University,Statistics,PhD,F19,Wait listed,E-mail,6 Mar 2019,A,6 Mar 2019,,,,,,
1307,Ohio State University,Statistics,Masters,F19,Rejected,E-mail,5 Mar 2019,A,6 Mar 2019,,,,,,
1308,George Washington University,Statistics,PhD,F19,Wait listed,E-mail,5 Mar 2019,I,6 Mar 2019,"Email to check the website, only to find I am on the waitlist.",3.6,155.0,170.0,3.0,
1309,Ball State University,Statistics,Masters,F19,Accepted,E-mail,3 Mar 2019,I,6 Mar 2019,,,,,,
1310,Washington University In St. Louis (WashU/WUSTL),Engineering Data Analytics And Statistics,Masters,F19,Accepted,E-mail,27 Feb 2019,U,5 Mar 2019,,,160.0,167.0,4.0,
1311,University Of Waterloo,Statistics,Masters,F19,Accepted,E-mail,5 Mar 2019,O,5 Mar 2019,,,,,,
1312,"University Of California, Berkeley",Statistics,Masters,F19,Accepted,E-mail,6 Mar 2019,I,5 Mar 2019,,3.92,152.0,170.0,3.5,
1313,George Washington University,Statistics,PhD,F19,Rejected,E-mail,5 Mar 2019,A,5 Mar 2019,,,166.0,161.0,4.0,
1314,University College London (UCL),computational Statistics And Machine Learning,Masters,F19,Accepted,Website,6 Mar 2019,I,5 Mar 2019,condition on first honour,,,,,
1315,"University Of California, Berkeley",Statistics,Masters,F19,Accepted,E-mail,5 Mar 2019,I,5 Mar 2019,SO THRILLED,,168.0,163.0,0.0,
1316,"University Of California, Berkeley",Statistics,Masters,F19,Accepted,E-mail,5 Mar 2019,U,5 Mar 2019,,4.0,168.0,160.0,3.5,
1317,Colorado State University,Applied Statistics / Data Science (M.A.S.),Masters,F19,Accepted,E-mail,6 Mar 2019,A,5 Mar 2019,,3.4,161.0,170.0,4.5,
1318,University College London (UCL),Computational Statistics And Machine Learning,Masters,F19,Accepted,Website,6 Mar 2019,I,5 Mar 2019,waited for 4 months,4.0,150.0,168.0,3.0,
1319,Harvard Graduate School Of Arts And Sciences,Statistics,PhD,F19,Rejected,E-mail,26 Feb 2019,U,5 Mar 2019,,,,,,
1320,University Of Michigan,Statistics,PhD,F19,Other,Other,5 Mar 2019,,5 Mar 2019,"To those who got offers from this program, could you tell me when is the visiting weekend?",,,,,
1321,George Washington University,Statistics,Masters,F19,Accepted,Website,5 Mar 2019,A,5 Mar 2019,,3.8,160.0,163.0,4.5,
1322,Ohio State University,Applied Statistics,Masters,F19,Rejected,E-mail,4 Mar 2019,U,5 Mar 2019,Got Rejected so fast just after the deadline Mar 1st. Lol,,,,,
1323,University Of Waterloo,Statistics,Masters,F19,Accepted,E-mail,5 Mar 2019,I,5 Mar 2019,Coursework option - I also did my undergrad at Waterloo.,,,,,
1324,Purdue University,Statistics,PhD,F19,Other,E-mail,5 Mar 2019,I,5 Mar 2019,"MS offer.  In many cases, we admit applicants to the Master program first and give Master students opportunities to transfer to the PhD program after two years. Master students can take PhD level courses, as well as the PhD qualifying exams.",3.92,152.0,170.0,3.5,
1325,Purdue University,Statistics,PhD,F19,Other,E-mail,5 Mar 2019,I,5 Mar 2019,"MS offer.  In many cases, we admit applicants to the Master program first and give Master students opportunities to transfer to the PhD program after two years. Master students can take PhD level courses, as well as the PhD qualifying exams.",3.92,152.0,170.0,3.5,
1326,Bocconi University,Statistics,PhD,F19,Wait listed,E-mail,26 Feb 2019,I,5 Mar 2019,"Waitlisted for enroll. If you have better options, could you please withdraw. Thanks.",,,,,
1327,"University Of California, Berkeley",Statistics,Masters,F19,Accepted,E-mail,4 Mar 2019,I,5 Mar 2019,,3.93,164.0,170.0,4.0,
1328,University Of Western Ontario,Statistics,PhD,F19,Other,E-mail,26 Feb 2019,I,5 Mar 2019,TTPB: Got e-mail on 26th Feb stating that my application is passed to the dept. No communication since then. Did you get any such e-mail?,,,,,
1329,Ohio State University,Statistics,Masters,F19,Rejected,E-mail,5 Mar 2019,U,5 Mar 2019,,,152.0,166.0,3.0,
1330,University Of Western Ontario (Western University),Statistics,PhD,F19,Other,Other,5 Mar 2019,O,5 Mar 2019,"Anyone hear from the department? No matter Masters or PhD. No matter which fields. 
And did or will anyone try to contact a professor? They said they don't encourage it, though.",,,,,
1331,Ohio State University,Statistics,PhD,F19,Rejected,E-mail,4 Mar 2019,U,5 Mar 2019,,,,,,
1332,George Washington University,Statistics,PhD,F19,Rejected,E-mail,5 Mar 2019,U,5 Mar 2019,Midnight email saying admission decision available.,,,,,
1333,George Washington University,Statistics,PhD,F19,Rejected,E-mail,5 Mar 2019,U,5 Mar 2019,Midnight Rejection.,,,,,
1334,Arizona State University,Statistics,PhD,F19,Accepted,Website,5 Mar 2019,U,4 Mar 2019,This is my first AD. Informed from myASU. No any words on the funding.,,,,,
1335,Stanford University,Statistics,Masters,F19,Accepted,E-mail,5 Mar 2019,U,4 Mar 2019,,,,,,
1336,"University Of California, Berkeley",Statistics,Masters,F19,Accepted,E-mail,5 Mar 2019,U,4 Mar 2019,unofficial offer from program coordinator,,,,,
